Comp_BinY,n,power_wh_empirical_dist,power_wh_naive_dist,power_wh_VCO1,power_wh_VCO2,power_wh_VCO3,power_wh_VCO4,power_wh_VCO5,power_wh_VCO6,power_wh_VCO7,power_wh_VCO8,power_wh_VCO9,scena
4,1000,0.6131304376928848,0.6309465831812828,0.6229236767810653,0.5789887836243459,0.5805261043212071,0.6056532522422917,0.585643095608373,0.6069060513570996,0.6071831818312532,0.6165975922266318,0.6086628917801318,11
2,500,0.5154954494315144,0.5279599858463241,0.5051899897757169,0.5009135554850863,0.49910582148340243,0.47227687316107536,0.502594892302777,0.5144646793491557,0.5142851416716558,0.5075777733436629,0.5143029877148264,12
3,500,0.23853678964420966,0.32198173537908825,0.23690144686660972,0.24020047643462614,0.2402043162724885,0.24059208626125847,0.24022036515047418,0.23921918404012077,0.2392181877977823,0.2397857949280609,0.23925156949759638,12
4,500,0.192774790452263,0.32136588965454277,0.19225810180649056,0.19305157562249148,0.19299977014935854,0.19303121061263498,0.1930491357273402,0.19291219653712785,0.19273530829498406,0.1930179387329195,0.19292268353362704,12
2,1000,0.8077435831217759,0.8196175762835028,0.7975859925044568,0.7932798376171749,0.7914434111131486,0.7630535011018142,0.7949792526760364,0.8067415194136885,0.8065666661854523,0.799967082994805,0.806584050786359,12
3,1000,0.42390165769143934,0.5637015166350627,0.4209718504442912,0.4268752813988072,0.42688213645325823,0.4275742072930393,0.4269107872380153,0.4251222008672585,0.4251204198325373,0.4261347515741224,0.42518009667448486,12
4,1000,0.33952875909464353,0.5627432746315166,0.3385501328771749,0.3400527857901155,0.3399547158669397,0.3400142346021283,0.3400481670844683,0.3397889234381937,0.33945399686254984,0.3399891103513008,0.3398087779778918,12
2,500,0.07367464565708028,0.28938569373463086,0.14081661551275487,0.11217798904555353,0.11329036983942338,0.1358479661807821,0.13017027762016198,0.12714552460797462,0.12769576463663104,0.1384095394622255,0.13541710380279118,13
3,500,0.0736750785852839,0.28940520064122777,0.14151911698122355,0.11226181503310623,0.11338696575138998,0.13633148343898152,0.13049774653744392,0.1273987126655614,0.1279648153749338,0.13899374943003193,0.13588547385479302,13
4,500,0.07368489134540138,0.28953591982209287,0.1415719475009849,0.11229467393176988,0.11341959565535732,0.13638067776956722,0.13054293295921365,0.12744175344248102,0.12800705876629337,0.139044819464765,0.135934396515422,13
2,1000,0.1081232801079227,0.5114420612181659,0.23899711503761675,0.18262388066274268,0.1848108645779643,0.2292270483286436,0.21804955835906392,0.21209151105694116,0.21317544541771874,0.2342656558935146,0.22837923677430141,13
3,1000,0.10812409522426573,0.5114742630976562,0.24037731321709271,0.18278865717595416,0.1850008134245242,0.2301783701935574,0.21869449811579278,0.21259027734317493,0.21370544528172913,0.23541431643016414,0.2293008486085195,13
4,1000,0.1081425708734718,0.5116900252618198,0.24048109583230984,0.1828532491332187,0.1850649790660269,0.23027515416656658,0.21878348946221854,0.21267506468841418,0.21378865928164278,0.2355147200795574,0.22939710812079903,13
2,500,0.2540525559186668,0.3278969813273015,0.3099832139372997,0.30021341906728577,0.30095320061310965,0.3118940235881926,0.30323356828001713,0.31318857679755985,0.3132398716343816,0.3148041360414988,0.3134865448964768,14
3,500,0.25653164651226,0.33312494583023256,0.33011026746326666,0.3046657243930233,0.3056552555711781,0.3203653293424713,0.3085964061755423,0.32100374612843813,0.32138543528659735,0.32668450672737603,0.3220606062422192,14
